Date,AB,BC,ON,QC,SK,NS,MB,NL,NB,PEI
25-01-2020,0,0,0,0,0,0,0,0,0,0
26-01-2020,0,0,0,0,0,0,0,0,0,0
27-01-2020,0,0,0,0,0,0,0,0,0,0
28-01-2020,0,0,0,0,0,0,0,0,0,0
29-01-2020,0,0,0,0,0,0,0,0,0,0
30-01-2020,0,0,0,0,0,0,0,0,0,0
31-01-2020,0,0,0,0,0,0,0,0,0,0
01-02-2020,0,0,0,0,0,0,0,0,0,0
02-02-2020,0,0,0,0,0,0,0,0,0,0
03-02-2020,0,0,0,0,0,0,0,0,0,0
04-02-2020,0,0,0,0,0,0,0,0,0,0
05-02-2020,0,0,0,0,0,0,0,0,0,0
06-02-2020,0,0,0,0,0,0,0,0,0,0
07-02-2020,0,0,0,0,0,0,0,0,0,0
08-02-2020,0,0,0,0,0,0,0,0,0,0
09-02-2020,0,0,0,0,0,0,0,0,0,0
10-02-2020,0,0,0,0,0,0,0,0,0,0
11-02-2020,0,0,0,0,0,0,0,0,0,0
12-02-2020,0,0,0,0,0,0,0,0,0,0
13-02-2020,0,0,0,0,0,0,0,0,0,0
14-02-2020,0,0,0,0,0,0,0,0,0,0
15-02-2020,0,0,0,0,0,0,0,0,0,0
16-02-2020,0,0,0,0,0,0,0,0,0,0
17-02-2020,0,0,0,0,0,0,0,0,0,0
18-02-2020,0,0,0,0,0,0,0,0,0,0
19-02-2020,0,0,0,0,0,0,0,0,0,0
20-02-2020,0,0,0,0,0,0,0,0,0,0
21-02-2020,0,0,0,0,0,0,0,0,0,0
22-02-2020,0,0,0,0,0,0,0,0,0,0
23-02-2020,0,0,0,0,0,0,0,0,0,0
24-02-2020,0,0,0,0,0,0,0,0,0,0
25-02-2020,0,0,0,0,0,0,0,0,0,0
26-02-2020,0,0,0,0,0,0,0,0,0,0
27-02-2020,0,0,0,0,0,0,0,0,0,0
28-02-2020,0,0,0,0,0,0,0,0,0,0
29-02-2020,0,0,0,0,0,0,0,0,0,0
01-03-2020,0,0,0,0,0,0,0,0,0,0
02-03-2020,0,0,0,0,0,0,0,0,0,0
03-03-2020,0,0,0,0,0,0,0,0,0,0
04-03-2020,0,0,0,0,0,0,0,0,0,0
05-03-2020,0,0,0,0,0,0,0,0,0,0
06-03-2020,0,0,0,0,0,0,0,0,0,0
07-03-2020,0,0,0,0,0,0,0,0,0,0
08-03-2020,0,1,0,0,0,0,0,0,0,0
09-03-2020,0,1,0,0,0,0,0,0,0,0
10-03-2020,0,1,0,0,0,0,0,0,0,0
11-03-2020,0,1,1,0,0,0,0,0,0,0
12-03-2020,0,1,1,0,0,0,0,0,0,0
13-03-2020,0,2,1,0,0,0,0,0,0,0
14-03-2020,0,4,1,0,0,0,0,0,0,0
15-03-2020,0,6,1,0,0,0,0,0,0,0
16-03-2020,0,7,1,1,0,0,0,0,0,0
17-03-2020,0,7,1,2,0,0,0,0,0,0
18-03-2020,1,8,2,3,0,0,0,0,0,0
19-03-2020,1,10,2,4,0,0,0,0,0,0
20-03-2020,1,12,2,4,0,0,0,0,0,0
21-03-2020,1,13,3,5,0,0,0,0,0,0
22-03-2020,1,14,5,5,0,0,0,0,0,0
23-03-2020,1,14,7,8,0,0,0,0,0,0
24-03-2020,1,16,12,10,0,0,0,0,0,0
25-03-2020,1,17,16,18,0,0,0,0,0,0
26-03-2020,1,18,19,27,0,0,1,0,0,0
27-03-2020,1,20,23,30,0,0,1,0,0,0
28-03-2020,1,22,31,43,0,0,1,0,0,0
29-03-2020,5,24,45,54,0,0,1,1,0,0
30-03-2020,10,27,63,67,2,0,1,1,0,0
31-03-2020,11,29,78,83,3,0,1,1,0,0
01-04-2020,12,33,94,99,3,0,1,1,0,0
02-04-2020,15,39,120,121,3,0,2,1,0,0
03-04-2020,18,40,143,160,3,0,2,1,0,0
04-04-2020,23,41,171,203,3,0,2,1,0,0
05-04-2020,25,42,201,251,3,0,2,2,0,0
06-04-2020,28,48,231,302,3,0,3,2,0,0
07-04-2020,28,51,266,358,3,1,3,2,0,0
08-04-2020,32,54,303,417,3,2,3,3,0,0
09-04-2020,36,58,346,484,3,2,4,3,0,0
10-04-2020,40,62,382,552,4,2,4,3,0,0
11-04-2020,45,67,426,621,4,2,4,3,0,0
12-04-2020,45,72,472,710,4,3,4,3,0,0
13-04-2020,48,75,523,805,4,3,4,3,0,0
14-04-2020,48,76,568,898,4,3,5,3,0,0
15-04-2020,50,81,629,996,4,3,5,3,0,0
16-04-2020,50,81,686,1089,4,4,5,3,0,0
17-04-2020,54,84,740,1177,4,7,5,3,0,0
18-04-2020,57,87,795,1275,4,9,5,3,0,0
19-04-2020,62,88,879,1401,4,9,5,3,0,0
20-04-2020,66,88,936,1502,4,10,6,3,0,0
21-04-2020,72,93,1001,1618,4,12,6,3,0,0
22-04-2020,75,96,1071,1736,4,16,6,3,0,0
23-04-2020,80,100,1129,1853,4,16,6,3,0,0
24-04-2020,80,101,1193,1967,4,22,6,3,0,0
25-04-2020,84,103,1260,2092,4,24,6,3,0,0
26-04-2020,88,104,1325,2202,5,24,6,3,0,0
27-04-2020,90,106,1393,2319,5,27,6,3,0,0
28-04-2020,94,108,1441,2457,6,28,6,3,0,0
29-04-2020,96,111,1509,2609,6,28,6,3,0,0
30-04-2020,100,112,1572,2729,6,29,6,3,0,0
01-05-2020,102,115,1636,2869,6,31,6,3,0,0
02-05-2020,104,116,1690,2983,6,37,6,3,0,0
03-05-2020,106,120,1761,3081,6,38,6,3,0,0
04-05-2020,107,122,1808,3191,6,41,7,3,0,0
05-05-2020,111,126,1850,3291,6,41,7,3,0,0
06-05-2020,112,127,1895,3386,6,44,7,3,0,0
07-05-2020,115,127,1938,3480,6,46,7,3,0,0
08-05-2020,115,129,1977,3570,6,47,7,3,0,0
09-05-2020,117,131,2016,3667,6,47,7,3,0,0
10-05-2020,118,131,2057,3760,6,48,7,3,0,0
11-05-2020,121,133,2095,3858,6,48,7,3,0,0
12-05-2020,124,134,2130,3940,6,51,7,3,0,0
13-05-2020,124,139,2157,4006,6,51,7,3,0,0
14-05-2020,125,140,2183,4092,6,55,7,3,0,0
15-05-2020,126,142,2214,4176,6,55,7,3,0,0
16-05-2020,128,143,2244,4256,6,55,7,3,0,0
17-05-2020,129,145,2269,4322,6,55,7,3,0,0
18-05-2020,131,146,2296,4391,6,56,7,3,0,0
19-05-2020,132,149,2323,4449,7,57,7,3,0,0
20-05-2020,136,152,2343,4521,7,58,7,3,0,0
21-05-2020,138,156,2370,4580,7,58,7,3,0,0
22-05-2020,138,157,2392,4649,7,58,7,3,0,0
23-05-2020,139,158,2418,4713,7,58,7,3,0,0
24-05-2020,139,161,2442,4777,7,58,7,3,0,0
25-05-2020,141,161,2471,4836,8,59,7,3,0,0
26-05-2020,143,162,2509,4901,10,59,7,3,0,0
27-05-2020,143,164,2536,4960,10,59,7,3,0,0
28-05-2020,143,164,2555,5038,10,59,7,3,0,0
29-05-2020,144,164,2580,5098,10,60,7,3,0,0
30-05-2020,144,164,2599,5139,11,60,7,3,0,0
31-05-2020,144,165,2609,5174,11,60,7,3,0,0
01-06-2020,145,165,2621,5211,11,60,7,3,0,0
02-06-2020,146,166,2631,5245,11,60,7,3,0,0
03-06-2020,147,166,2647,5279,11,61,7,3,1,0
04-06-2020,147,167,2665,5296,11,61,7,3,1,0
05-06-2020,148,167,2685,5324,11,61,7,3,1,0
06-06-2020,150,167,2694,5350,11,61,7,3,1,0
07-06-2020,150,167,2703,5372,13,61,7,3,1,0
08-06-2020,151,167,2709,5389,13,62,7,3,1,0
09-06-2020,151,168,2725,5408,13,62,7,3,1,0
10-06-2020,151,168,2731,5427,13,62,7,3,1,0
11-06-2020,151,169,2739,5448,13,62,7,3,1,0
12-06-2020,151,169,2744,5467,13,62,7,3,2,0
13-06-2020,151,169,2755,5484,13,62,7,3,2,0
14-06-2020,151,169,2764,5495,13,62,7,3,2,0
15-06-2020,151,169,2769,5512,13,62,7,3,2,0
16-06-2020,151,169,2775,5521,13,62,7,3,2,0
17-06-2020,152,169,2778,5530,13,62,7,3,2,0
18-06-2020,152,169,2783,5536,13,62,7,3,2,0
19-06-2020,152,169,2789,5549,13,62,7,3,2,0
